c,h,l,n,o,t,v,vw
1.5793,1.676,1.543,6686,1.6563,2022-04-05T05:00:00Z,2644809.5,1.6045498667
1.4731,1.5914,1.4377,9681,1.5806,2022-04-06T05:00:00Z,3889342.3,1.495024281
1.5234,1.5251,1.4551,4969,1.4723,2022-04-07T05:00:00Z,1562750.3,1.4951385442
1.4404,1.5268,1.4231,6105,1.524,2022-04-08T05:00:00Z,2719691.5,1.4678915455
1.464,1.4735,1.4364,2822,1.4413,2022-04-09T05:00:00Z,1083184.9,1.4551112423
1.4271,1.4897,1.4038,4614,1.4643,2022-04-10T05:00:00Z,1571640.2,1.4425361755
1.3558,1.4289,1.313,8559,1.4282,2022-04-11T05:00:00Z,3650978.6,1.3570119761
1.4198,1.4749,1.3539,10879,1.3565,2022-04-12T05:00:00Z,4452489.6,1.4123100274
1.4281,1.4439,1.3662,8055,1.4201,2022-04-13T05:00:00Z,3559245.2,1.4163078617
1.385,1.4318,1.3523,7506,1.4295,2022-04-14T05:00:00Z,2493170.1,1.3867209104
1.3933,1.3984,1.3669,3306,1.3855,2022-04-15T05:00:00Z,1183254.5,1.3880008186
1.3784,1.403,1.3652,2728,1.3932,2022-04-16T05:00:00Z,1001599.7,1.3843882851
1.2985,1.3908,1.2985,4289,1.3778,2022-04-17T05:00:00Z,1679174.6,1.3501501171
1.4075,1.4364,1.2933,9622,1.3,2022-04-18T05:00:00Z,4452979.4,1.3696833054
1.4371,1.451,1.3936,7433,1.4077,2022-04-19T05:00:00Z,2931425,1.4270704641
1.4358,1.4661,1.3968,6416,1.4383,2022-04-20T05:00:00Z,2814540.1,1.4323554768
1.4141,1.4678,1.36,7307,1.435,2022-04-21T05:00:00Z,3523117.4,1.4153700672
1.3621,1.506,1.3437,18374,1.4142,2022-04-22T05:00:00Z,7174566.4,1.432776651
1.3629,1.4047,1.3542,4671,1.3615,2022-04-23T05:00:00Z,1935962.6,1.3764799213
1.3224,1.367,1.3,6297,1.3629,2022-04-24T05:00:00Z,2886802.2,1.3285756631
1.3492,1.3618,1.2622,7918,1.323,2022-04-25T05:00:00Z,3844674.3,1.3074430684
1.2635,1.3538,1.2238,8694,1.3504,2022-04-26T05:00:00Z,4037932.6,1.2724000876
1.257,1.292,1.2422,5349,1.2643,2022-04-27T05:00:00Z,2583316.8,1.2637372236
1.2262,1.2795,1.2124,6157,1.2576,2022-04-28T05:00:00Z,2784779.4,1.2441265615
1.152,1.2322,1.1265,7918,1.227,2022-04-29T05:00:00Z,3991286.3,1.172269592
1.0636,1.1652,1.0116,10433,1.1528,2022-04-30T05:00:00Z,5482368.3,1.0709614896
1.112,1.1235,1.0607,10606,1.0645,2022-05-01T05:00:00Z,5410963.7,1.0966496553
1.0938,1.121,1.0362,11227,1.1128,2022-05-02T05:00:00Z,6169799,1.0772531581
1.0802,1.116,1.0539,6089,1.0942,2022-05-03T05:00:00Z,3343962.6,1.087772494
1.1777,1.1866,1.0734,9626,1.0799,2022-05-04T05:00:00Z,5808962.8,1.1344688446
1.0693,1.182,1.03,10915,1.1774,2022-05-05T05:00:00Z,6241336.3,1.0788710384
1.0169,1.0718,1.0115,9778,1.0689,2022-05-06T05:00:00Z,5461385.6,1.0403585534
0.9854,1.0665,0.978,10884,1.0178,2022-05-07T05:00:00Z,5717699.4,1.0212687793
0.9548,1.0113,0.9397,7627,0.9857,2022-05-08T05:00:00Z,3830551.2,0.9746704754
0.9111,0.9599,0.7876,30841,0.9548,2022-05-09T05:00:00Z,17305597.7,0.8570059714
0.8673,0.9888,0.8532,45144,0.9107,2022-05-10T05:00:00Z,23330533.2,0.9237311257
0.5881,0.9372,0.5747,53847,0.8677,2022-05-11T05:00:00Z,31424165.8,0.7175619056
0.6956,0.7006,0.4786,49535,0.5879,2022-05-12T05:00:00Z,27561979.9,0.5894688863
0.6687,0.7521,0.6594,24148,0.696,2022-05-13T05:00:00Z,14534475.9,0.701521072
0.662,0.6943,0.6149,14651,0.668,2022-05-14T05:00:00Z,9965969.4,0.6599274007
0.7022,0.7435,0.6577,12017,0.6621,2022-05-15T05:00:00Z,10280207,0.708075155
0.7089,0.7115,0.658,14263,0.702,2022-05-16T05:00:00Z,11188940.5,0.6824161541
0.6955,0.737,0.6797,8530,0.7075,2022-05-17T05:00:00Z,6949373,0.7092888011
0.633,0.7087,0.6114,10155,0.6952,2022-05-18T05:00:00Z,7924229.1,0.6571805628
0.653,0.6723,0.6088,9094,0.6323,2022-05-19T05:00:00Z,5866273.7,0.6473184769
0.637,0.6785,0.6164,9802,0.6529,2022-05-20T05:00:00Z,5729624.3,0.6441714806
0.6403,0.6599,0.6299,5249,0.637,2022-05-21T05:00:00Z,3329307.3,0.6457094664
0.6718,0.6852,0.6401,7463,0.6402,2022-05-22T05:00:00Z,4300895.3,0.6667753998
0.646,0.6999,0.6349,12480,0.6719,2022-05-23T05:00:00Z,7508929.7,0.6675976328
0.656,0.6735,0.6102,12175,0.646,2022-05-24T05:00:00Z,7938393.4,0.6469855984
0.6481,0.6606,0.6271,9920,0.656,2022-05-25T05:00:00Z,5964324.4,0.6450219966
0.5798,0.6514,0.5704,22107,0.6494,2022-05-26T05:00:00Z,15089285,0.6048957483
0.5834,0.6102,0.564,15752,0.58,2022-05-27T05:00:00Z,10319085.7,0.5833997313
0.5753,0.5959,0.574,5338,0.5835,2022-05-28T05:00:00Z,3060215,0.5838413806
0.6237,0.6285,0.574,6434,0.5752,2022-05-29T05:00:00Z,4371157.8,0.604404852
0.6615,0.6735,0.6189,9811,0.6237,2022-05-30T05:00:00Z,6533213.5,0.6445821335
0.647,0.683,0.6381,13563,0.6621,2022-05-31T05:00:00Z,10433629.3,0.6588861995
0.5966,0.6552,0.5856,10592,0.6478,2022-06-01T05:00:00Z,7257129.6,0.6164112152
0.6103,0.621,0.5913,7556,0.5974,2022-06-02T05:00:00Z,5341119.7,0.6083526177
0.5923,0.614,0.5757,5938,0.6098,2022-06-03T05:00:00Z,4226767.3,0.5868344871
0.5883,0.5997,0.5844,1951,0.5922,2022-06-04T05:00:00Z,1181838,0.5923961482
0.623,0.6276,0.5838,3944,0.5895,2022-06-05T05:00:00Z,2752848.1,0.608320888
0.5973,0.6553,0.5835,10716,0.6225,2022-06-06T05:00:00Z,9312946.1,0.6191916872
0.6121,0.6321,0.5854,6804,0.5956,2022-06-07T05:00:00Z,5333322.6,0.6097730515
0.6149,0.621,0.601,6245,0.6121,2022-06-08T05:00:00Z,5011730.3,0.6103191005
0.6485,0.6617,0.6133,10005,0.6154,2022-06-09T05:00:00Z,8069052,0.6362382386
0.6052,0.6601,0.5899,10311,0.649,2022-06-10T05:00:00Z,8169075.2,0.6151822023
0.5096,0.6057,0.5044,14365,0.6044,2022-06-11T05:00:00Z,13661241.5,0.5516466633
0.4627,0.5437,0.4556,14676,0.5087,2022-06-12T05:00:00Z,12328716,0.4998129651
0.4229,0.4665,0.3957,30857,0.463,2022-06-13T05:00:00Z,28502131,0.4279417336
0.392,0.4523,0.3863,18492,0.4224,2022-06-14T05:00:00Z,17856589.4,0.4242521327
0.4215,0.4441,0.3635,18268,0.3921,2022-06-15T05:00:00Z,17407626.1,0.3965051711
0.3914,0.425,0.375,8204,0.4228,2022-06-16T05:00:00Z,7527101.7,0.3940582066
0.3909,0.4079,0.3867,6485,0.3915,2022-06-17T05:00:00Z,7420802.4,0.3980676724
0.336,0.393,0.3159,10185,0.3921,2022-06-18T05:00:00Z,9980106.4,0.3475740262
0.3627,0.3872,0.3262,10780,0.3354,2022-06-19T05:00:00Z,12187258.9,0.364241906
0.4125,0.4142,0.3609,11312,0.3625,2022-06-20T05:00:00Z,12455973,0.3968185122
0.4072,0.4536,0.4003,10911,0.4129,2022-06-21T05:00:00Z,12060747.1,0.4287449728
0.4946,0.5003,0.3945,20279,0.4073,2022-06-22T05:00:00Z,19220671.9,0.4543688173
0.598,0.6257,0.4813,34767,0.4949,2022-06-23T05:00:00Z,30080076.8,0.5415509127
0.6112,0.6272,0.5689,21875,0.5983,2022-06-24T05:00:00Z,17936713.4,0.5986471385
0.5927,0.6185,0.5664,13520,0.6111,2022-06-25T05:00:00Z,12445530.5,0.5934810717
0.5755,0.626,0.5535,12280,0.5932,2022-06-26T05:00:00Z,9723215.6,0.5891350857
0.5236,0.5962,0.5072,17520,0.5756,2022-06-27T05:00:00Z,15301079.6,0.5436689756
0.5262,0.574,0.5038,19622,0.5236,2022-06-28T05:00:00Z,16389073.3,0.5318570517
0.4761,0.5458,0.4724,26706,0.5265,2022-06-29T05:00:00Z,23126400.4,0.5095005977
0.466,0.4976,0.4175,20880,0.4761,2022-06-30T05:00:00Z,16587711.5,0.4572505841
0.4548,0.487,0.448,13216,0.4657,2022-07-01T05:00:00Z,13202098.6,0.4675754503
0.4857,0.4963,0.4547,5247,0.4547,2022-07-02T05:00:00Z,4347402.5,0.4753299598
0.4545,0.4931,0.4484,6712,0.4863,2022-07-03T05:00:00Z,5619403.4,0.4632639483
0.523,0.5293,0.4527,14278,0.4545,2022-07-04T05:00:00Z,14640753.8,0.4948842191
0.5086,0.5346,0.4854,19015,0.5228,2022-07-05T05:00:00Z,19481136.1,0.5109200625
0.5187,0.5339,0.5008,15925,0.5081,2022-07-06T05:00:00Z,16926365.5,0.5189797112
0.5838,0.5977,0.5109,18953,0.5184,2022-07-07T05:00:00Z,18137643.1,0.5584644094
0.5943,0.6194,0.5556,21158,0.5828,2022-07-08T05:00:00Z,19333477.2,0.5849069265
0.5713,0.6036,0.5654,7461,0.594,2022-07-09T05:00:00Z,6286340,0.5877291323
0.5556,0.5863,0.5456,8343,0.5719,2022-07-10T05:00:00Z,6087126.1,0.5632972864
0.5792,0.597,0.5361,16078,0.5553,2022-07-11T05:00:00Z,12902477.2,0.5741692107
0.5461,0.5929,0.5313,15447,0.5791,2022-07-12T05:00:00Z,13040758.7,0.5599714791
0.6404,0.6569,0.5167,38412,0.5462,2022-07-13T05:00:00Z,31331794.9,0.587373777
0.6934,0.7338,0.6131,41726,0.6411,2022-07-14T05:00:00Z,35361788.4,0.6730732136
0.696,0.735,0.6749,21826,0.6939,2022-07-15T05:00:00Z,15952678.1,0.7010913041
0.7375,0.744,0.6819,14860,0.6961,2022-07-16T05:00:00Z,11794650,0.7219268272
0.8336,0.8337,0.738,22662,0.738,2022-07-17T05:00:00Z,16390803.6,0.774514672
0.9148,0.9821,0.8331,59902,0.8331,2022-07-18T05:00:00Z,37621900.9,0.9178024482
0.9322,0.9527,0.8836,30861,0.9147,2022-07-19T05:00:00Z,19289372.2,0.9221671861
0.8216,0.9495,0.7965,34921,0.9329,2022-07-20T05:00:00Z,22344902.8,0.8739202441
0.8983,0.9343,0.8206,29427,0.8216,2022-07-21T05:00:00Z,18223777.5,0.8944949364
0.8719,0.9239,0.8376,28148,0.8978,2022-07-22T05:00:00Z,16460894.7,0.8804509505
0.8555,0.8887,0.815,18270,0.8726,2022-07-23T05:00:00Z,11036792.2,0.8480542696
0.8427,0.9091,0.8269,23929,0.8559,2022-07-24T05:00:00Z,14656215.4,0.8717606295
0.7695,0.8436,0.7468,24063,0.8427,2022-07-25T05:00:00Z,13706405.6,0.8021002097
0.776,0.7878,0.7221,21902,0.7708,2022-07-26T05:00:00Z,13330690.9,0.7558579887
0.8761,0.9116,0.773,42653,0.7751,2022-07-27T05:00:00Z,24796209.9,0.8429760038
0.9792,0.9878,0.8458,46427,0.8768,2022-07-28T05:00:00Z,25564373.8,0.9272856332
0.9228,0.9932,0.9052,34300,0.9796,2022-07-29T05:00:00Z,17225122.3,0.9413097034
0.9713,1.0164,0.9207,26998,0.9228,2022-07-30T05:00:00Z,14167027.7,0.9602314604
0.928,0.9781,0.9117,20194,0.9713,2022-07-31T05:00:00Z,9793039.9,0.943764107
0.8582,0.9315,0.85,21738,0.9281,2022-08-01T05:00:00Z,10285631.6,0.8954562584
0.8854,0.9065,0.8494,18802,0.8581,2022-08-02T05:00:00Z,8520389.1,0.8788189858
0.9082,0.9257,0.879,11355,0.8845,2022-08-03T05:00:00Z,6648725.5,0.9054096445
0.92,0.9244,0.8759,9871,0.9083,2022-08-04T05:00:00Z,5053641.2,0.8966832768
0.9294,0.9416,0.896,8466,0.9206,2022-08-05T05:00:00Z,4961187.5,0.9182801536
0.9045,0.9383,0.8932,4677,0.9295,2022-08-06T05:00:00Z,3477726.6,0.9204909985
0.9204,0.9254,0.9018,3173,0.9042,2022-08-07T05:00:00Z,1607324.1,0.9139948954
0.9304,0.9514,0.91,7729,0.9215,2022-08-08T05:00:00Z,4880275.6,0.9295617768
0.8821,0.9303,0.8701,7272,0.9299,2022-08-09T05:00:00Z,3925715.7,0.8902808045
0.9442,0.9489,0.8763,14561,0.8824,2022-08-10T05:00:00Z,7867654.5,0.9289723324
0.9236,0.9565,0.9067,11166,0.9438,2022-08-11T05:00:00Z,6745606.2,0.9336388493
0.9996,1.0008,0.9062,12366,0.9234,2022-08-12T05:00:00Z,7556713.4,0.9531182577
1.03,1.0459,0.99,14235,0.9999,2022-08-13T05:00:00Z,7339004.7,1.0153769515
1.0119,1.0547,0.9844,10580,1.0299,2022-08-14T05:00:00Z,4797162.3,1.0151385334
0.9485,1.0164,0.9316,15755,1.0118,2022-08-15T05:00:00Z,7726323.5,0.9591440246
0.9513,0.9679,0.9251,10582,0.9483,2022-08-16T05:00:00Z,5745245.8,0.9430799568
0.8906,0.9637,0.8767,11319,0.9503,2022-08-17T05:00:00Z,6279570.3,0.9142452497
0.8345,0.9097,0.8207,11201,0.8902,2022-08-18T05:00:00Z,5984168.4,0.8616022287
0.8002,0.8367,0.7639,18442,0.8343,2022-08-19T05:00:00Z,10946383.1,0.7890749911
0.7869,0.8167,0.7587,10734,0.8006,2022-08-20T05:00:00Z,5869845.7,0.7886571708
0.8118,0.83,0.7793,8420,0.7876,2022-08-21T05:00:00Z,4465998.9,0.8080129604
0.8153,0.8259,0.7685,10787,0.8118,2022-08-22T05:00:00Z,5961063.2,0.7958924796
0.8118,0.8369,0.7912,10120,0.8149,2022-08-23T05:00:00Z,6238951.5,0.8165505681
0.8171,0.8398,0.8031,8796,0.8125,2022-08-24T05:00:00Z,4542388.2,0.8212820158
0.8215,0.8323,0.8055,5910,0.818,2022-08-25T05:00:00Z,3412094,0.8195254907
0.7688,0.8462,0.7538,17612,0.8208,2022-08-26T05:00:00Z,10116268.4,0.7946854787
0.808,0.8213,0.7559,11492,0.769,2022-08-27T05:00:00Z,6485374.5,0.7943687181
0.7797,0.8329,0.7618,10724,0.8089,2022-08-28T05:00:00Z,6180051,0.8025816614
0.8315,0.8377,0.7723,8941,0.7796,2022-08-29T05:00:00Z,4942278.4,0.8046541307
0.8371,0.8438,0.7831,10410,0.8317,2022-08-30T05:00:00Z,5554236.4,0.8166666657
0.843,0.8564,0.8174,9725,0.8375,2022-08-31T05:00:00Z,4718034,0.8380551919
0.8843,0.8965,0.8222,11075,0.8434,2022-09-01T05:00:00Z,6187155.6,0.8627137486
0.8743,0.9142,0.8631,8834,0.8841,2022-09-02T05:00:00Z,4441937.1,0.8876379618
0.8869,0.8952,0.8664,3574,0.8747,2022-09-03T05:00:00Z,1646732.8,0.8807117784
0.8944,0.9038,0.8723,4592,0.8868,2022-09-04T05:00:00Z,2010981.7,0.8873397166
0.8851,0.9231,0.8621,9043,0.895,2022-09-05T05:00:00Z,4610299.9,0.8879229299
0.8052,0.9042,0.7919,13966,0.8851,2022-09-06T05:00:00Z,6912235.4,0.8518006791
0.8401,0.8508,0.7965,7287,0.8052,2022-09-07T05:00:00Z,3919394.2,0.8265511064
0.872,0.8743,0.8157,10459,0.8398,2022-09-08T05:00:00Z,4020757.4,0.8383903728
0.8881,0.9005,0.8689,10265,0.8718,2022-09-09T05:00:00Z,4940874.5,0.8871426798
0.8958,0.9174,0.8783,6439,0.8879,2022-09-10T05:00:00Z,2510731.5,0.897219834
0.8837,0.9125,0.8717,6769,0.8958,2022-09-11T05:00:00Z,3451655,0.8924360856
0.9363,0.9415,0.8778,15916,0.8843,2022-09-12T05:00:00Z,9874960.9,0.9184940758
0.8666,0.943,0.8392,19833,0.9378,2022-09-13T05:00:00Z,11649647.2,0.8867169825
0.8409,0.868,0.8315,10928,0.8663,2022-09-14T05:00:00Z,5661044.9,0.8513563389
0.8207,0.8759,0.8137,10097,0.8408,2022-09-15T05:00:00Z,5009603.9,0.8420508118
0.8154,0.8253,0.7874,6236,0.8209,2022-09-16T05:00:00Z,2862654.7,0.8055322878
0.8219,0.8311,0.8081,2604,0.8151,2022-09-17T05:00:00Z,1145084.8,0.8207323849
0.7431,0.8361,0.7329,11198,0.8219,2022-09-18T05:00:00Z,5105357.7,0.7793592054
0.7548,0.7752,0.7248,8053,0.7429,2022-09-19T05:00:00Z,4729816,0.7544749086
0.7429,0.7654,0.7291,5859,0.7551,2022-09-20T05:00:00Z,2708963,0.7446914094
0.7212,0.7787,0.65,18417,0.744,2022-09-21T05:00:00Z,10258030.9,0.7301062522
0.767,0.7735,0.7188,9520,0.7214,2022-09-22T05:00:00Z,5169952.3,0.7501544609
0.7761,0.7851,0.7229,9988,0.7668,2022-09-23T05:00:00Z,5955979,0.7525615048
0.7622,0.7821,0.7501,3918,0.776,2022-09-24T05:00:00Z,2206289.2,0.7668537112
0.7341,0.7671,0.731,4799,0.7623,2022-09-25T05:00:00Z,2045803.6,0.7459088233
0.777,0.782,0.7262,8906,0.7341,2022-09-26T05:00:00Z,4977167.2,0.7558694124
0.7262,0.7933,0.7122,11400,0.7774,2022-09-27T05:00:00Z,7360370.9,0.7574023596
0.7465,0.7542,0.7201,6524,0.7262,2022-09-28T05:00:00Z,3414214.2,0.7412829407
0.7751,0.78,0.7314,6317,0.7468,2022-09-29T05:00:00Z,3085737.7,0.7495868462
0.7782,0.7895,0.7615,7116,0.7746,2022-09-30T05:00:00Z,4022582.2,0.7745751948
0.7747,0.7795,0.7597,2021,0.7784,2022-10-01T05:00:00Z,842744.3,0.7694316961
0.7678,0.7834,0.7547,3501,0.7745,2022-10-02T05:00:00Z,1470267,0.7709007817
0.8122,0.8182,0.7654,7528,0.7677,2022-10-03T05:00:00Z,3582425.2,0.7945803269
0.8365,0.8471,0.8075,9963,0.8121,2022-10-04T05:00:00Z,5916293.3,0.8354852751
0.8486,0.8608,0.8212,8722,0.8366,2022-10-05T05:00:00Z,5493185.4,0.844250062
0.8394,0.8503,0.8305,6874,0.8495,2022-10-06T05:00:00Z,3704545.9,0.8419119304
0.8245,0.848,0.8189,4673,0.8403,2022-10-07T05:00:00Z,2240382.3,0.8345026561
0.811,0.8281,0.808,2518,0.8243,2022-10-08T05:00:00Z,902214.3,0.8153594166
0.8334,0.8399,0.8103,3054,0.811,2022-10-09T05:00:00Z,1381067.9,0.8260578305
0.8025,0.8428,0.7935,7867,0.8326,2022-10-10T05:00:00Z,4110932.9,0.8235988854
0.7952,0.8094,0.7843,3836,0.8027,2022-10-11T05:00:00Z,2016427,0.7967183549
0.7636,0.8014,0.7627,3310,0.7957,2022-10-12T05:00:00Z,1859330.1,0.7847662139
0.802,0.8056,0.716,12724,0.7636,2022-10-13T05:00:00Z,9359459.8,0.7571810757
0.7986,0.8224,0.7784,7142,0.8021,2022-10-14T05:00:00Z,4890616.6,0.7995497976
0.7937,0.8036,0.7858,3737,0.799,2022-10-15T05:00:00Z,1942737.5,0.7953298209
0.8074,0.8096,0.7907,1890,0.7967,2022-10-16T05:00:00Z,1086277.5,0.7992724246
0.8664,0.8712,0.8042,8910,0.8075,2022-10-17T05:00:00Z,5367068.5,0.8411489665
0.8602,0.8786,0.8357,8549,0.868,2022-10-18T05:00:00Z,4843665.1,0.8592355363
0.8417,0.8811,0.8262,10254,0.8605,2022-10-19T05:00:00Z,5354956.4,0.8551854522
0.8111,0.8479,0.7991,8702,0.8422,2022-10-20T05:00:00Z,5264148.6,0.82679923
0.8178,0.8376,0.7753,8508,0.8107,2022-10-21T05:00:00Z,5145709.3,0.8093070807
0.8288,0.8408,0.8132,2998,0.8179,2022-10-22T05:00:00Z,1841278,0.8298006602
0.883,0.9086,0.8205,10112,0.8289,2022-10-23T05:00:00Z,7363306.9,0.8676998686
0.8933,0.905,0.8718,8430,0.8829,2022-10-24T05:00:00Z,5245062.5,0.8904846411
0.9276,0.948,0.8748,13090,0.8923,2022-10-25T05:00:00Z,7481966.2,0.918730466
0.9391,0.9676,0.9208,12111,0.9279,2022-10-26T05:00:00Z,7397843,0.9439099896
0.9073,0.9461,0.895,10213,0.9377,2022-10-27T05:00:00Z,6305059.1,0.9181944831
0.9398,0.95,0.8968,7859,0.9073,2022-10-28T05:00:00Z,4453037,0.9268885851
0.9289,0.9586,0.9225,7517,0.9401,2022-10-29T05:00:00Z,3433261.7,0.937691881
0.9091,0.9489,0.8961,6505,0.929,2022-10-30T05:00:00Z,2976422.3,0.916351007
0.9017,0.9294,0.8933,7493,0.9091,2022-10-31T05:00:00Z,4165617.1,0.9100106124
0.8727,0.909,0.861,6822,0.9009,2022-11-01T05:00:00Z,3223669.6,0.883350513
0.9622,0.984,0.8362,25970,0.8729,2022-11-02T05:00:00Z,16615980.7,0.8979631188
1.1283,1.15,0.9224,37177,0.9625,2022-11-03T05:00:00Z,19285219.2,1.0118809173
1.1846,1.3008,1.097,54945,1.1287,2022-11-04T05:00:00Z,28205036.5,1.170298429
1.1579,1.2383,1.1325,18067,1.1856,2022-11-05T05:00:00Z,8791949.6,1.1907921665
1.1996,1.2428,1.1299,25745,1.157,2022-11-06T05:00:00Z,10227635,1.1850744969
1.1036,1.2907,1.0609,51277,1.1995,2022-11-07T06:00:00Z,20965985,1.1978092518
0.9678,1.2395,0.9,82763,1.1034,2022-11-08T06:00:00Z,37107708.7,1.080839891
0.9492,0.9932,0.76,59883,0.9686,2022-11-09T06:00:00Z,26620183.7,0.877226696
1.0871,1.1596,0.8962,62474,0.9493,2022-11-10T06:00:00Z,29809635.7,1.0669385102
0.9391,1.1004,0.9244,26655,1.0844,2022-11-11T06:00:00Z,11069934.2,1.0242084619
0.9532,0.9903,0.9226,11706,0.9388,2022-11-12T06:00:00Z,5003627.4,0.9544025789
0.8676,0.9551,0.8325,16294,0.9522,2022-11-13T06:00:00Z,6932014.6,0.8826056013
0.9187,0.9614,0.8668,21594,0.8679,2022-11-14T06:00:00Z,10863009.6,0.9247713938
0.9474,0.9725,0.9177,13826,0.9189,2022-11-15T06:00:00Z,6505687.7,0.9453278312
0.8815,0.9495,0.8666,9356,0.9461,2022-11-16T06:00:00Z,5383143.9,0.8992085566
0.8908,0.899,0.862,6949,0.8799,2022-11-17T06:00:00Z,3835562.9,0.8811882197
0.8551,0.8978,0.8491,4972,0.8909,2022-11-18T06:00:00Z,2845988.5,0.8757133261
0.8715,0.8826,0.8526,4226,0.8566,2022-11-19T06:00:00Z,2049472.4,0.8702416996
0.8125,0.8744,0.7755,10832,0.8714,2022-11-20T06:00:00Z,6334028.2,0.8148847104
0.7944,0.8195,0.7631,12211,0.8131,2022-11-21T06:00:00Z,6479686.8,0.7948712
0.8594,0.8715,0.7777,15209,0.7944,2022-11-22T06:00:00Z,8946612.2,0.8365154978
0.8703,0.89,0.8357,10024,0.8598,2022-11-23T06:00:00Z,5377441.9,0.8598572544
0.8238,0.8778,0.8194,6575,0.8705,2022-11-24T06:00:00Z,3191029.7,0.8454617129
0.8613,0.8706,0.8237,4497,0.8237,2022-11-25T06:00:00Z,2444446.6,0.846774077
0.851,0.8708,0.8385,2819,0.8593,2022-11-26T06:00:00Z,1598904.6,0.8527187616
0.815,0.8652,0.8053,6030,0.8514,2022-11-27T06:00:00Z,3475846.8,0.8383460833
0.8409,0.8441,0.8042,5831,0.8154,2022-11-28T06:00:00Z,2989237.1,0.8232566611
0.8657,0.8735,0.8272,5712,0.8405,2022-11-29T06:00:00Z,3406773,0.8509748018
0.9219,0.9444,0.8617,12861,0.8654,2022-11-30T06:00:00Z,7555970.3,0.9056817516
0.9129,0.9446,0.8983,11911,0.9219,2022-12-01T06:00:00Z,6764249.9,0.9196522295
0.9255,0.95,0.9081,6008,0.9131,2022-12-02T06:00:00Z,3565228.7,0.9265896636
0.9165,0.9281,0.9,2521,0.9262,2022-12-03T06:00:00Z,1824888.4,0.9143996673
0.9372,0.9398,0.9061,3441,0.9171,2022-12-04T06:00:00Z,2909966.7,0.9224270267
0.9081,0.9449,0.9002,5274,0.9369,2022-12-05T06:00:00Z,3430535.3,0.9157385908
0.9043,0.9194,0.8965,5101,0.9078,2022-12-06T06:00:00Z,2488863.3,0.9084384907
0.8906,0.9049,0.871,6393,0.9035,2022-12-07T06:00:00Z,3278549,0.8876467687
0.9234,0.931,0.8875,4236,0.8898,2022-12-08T06:00:00Z,2886465.5,0.91690893
0.9049,0.9345,0.9019,3587,0.9228,2022-12-09T06:00:00Z,2397045.3,0.9168979846
0.9126,0.9165,0.9006,2220,0.9042,2022-12-10T06:00:00Z,834861.2,0.9090990068
0.8868,0.9148,0.8703,4030,0.9133,2022-12-11T06:00:00Z,2498575.4,0.893945225
0.8995,0.9137,0.8798,4140,0.8868,2022-12-12T06:00:00Z,2264064.6,0.8952313373
0.9204,0.9414,0.88,9072,0.8996,2022-12-13T06:00:00Z,6358109.3,0.9201448457
0.8995,0.938,0.8852,5989,0.9206,2022-12-14T06:00:00Z,4089355,0.9122756033
0.8859,0.9015,0.8723,3644,0.8996,2022-12-15T06:00:00Z,2529135.3,0.8869697536
0.8072,0.8907,0.7816,10417,0.8862,2022-12-16T06:00:00Z,6408414.2,0.8287177199
0.8173,0.8262,0.7967,3327,0.807,2022-12-17T06:00:00Z,2139081.4,0.8081512543
0.8009,0.8236,0.7974,3289,0.8171,2022-12-18T06:00:00Z,1825352.6,0.81034611
0.7979,0.8069,0.7581,5963,0.8011,2022-12-19T06:00:00Z,4162654.9,0.7849512718
0.7929,0.8088,0.7861,3306,0.7979,2022-12-20T06:00:00Z,2477403.7,0.7982080831
0.7891,0.8,0.7857,2407,0.7931,2022-12-21T06:00:00Z,1508015.562442558,0.7923385622
0.8008,0.8068,0.7696,4751,0.7889,2022-12-22T06:00:00Z,3140181.200315564,0.7885605152
0.7977,0.806,0.7921,3215,0.8008,2022-12-23T06:00:00Z,1858040.558129068,0.7987989287
0.7958,0.8006,0.7932,971,0.7979,2022-12-24T06:00:00Z,660215.9,0.797227297
0.8013,0.804,0.7859,2063,0.7958,2022-12-25T06:00:00Z,1263500.949051597,0.7932279204
0.8098,0.819,0.7979,2258,0.8013,2022-12-26T06:00:00Z,1476467.9,0.8086424353
0.7801,0.819,0.7759,2799,0.8104,2022-12-27T06:00:00Z,1668846.199562503,0.802159643
0.7801,0.7943,0.7716,2580,0.7804,2022-12-28T06:00:00Z,1735881.346321437,0.7826994511
0.7601,0.786,0.757,2789,0.7789,2022-12-29T06:00:00Z,2168925.5,0.7745154715
0.7537,0.7631,0.7476,2413,0.7594,2022-12-30T06:00:00Z,1723583.094308297,0.7561482205
0.7513,0.7711,0.7473,2075,0.7535,2022-12-31T06:00:00Z,1353631.7,0.7574228031
0.7579,0.7622,0.7491,1241,0.7512,2023-01-01T06:00:00Z,715834.2,0.7559310852
0.782,0.7895,0.7561,2346,0.7572,2023-01-02T06:00:00Z,1941680.939598732,0.7745741205
0.8017,0.8092,0.7709,3057,0.7831,2023-01-03T06:00:00Z,2187055.00652556,0.7865911186
0.8034,0.8139,0.7945,2383,0.8015,2023-01-04T06:00:00Z,1276842.95893323,0.8038031777
0.7803,0.8037,0.7781,2330,0.8037,2023-01-05T06:00:00Z,1327212.79184095,0.7905351926
0.8012,0.8108,0.7716,4575,0.7804,2023-01-06T06:00:00Z,2435777.126120302,0.7909660194
0.8026,0.8085,0.7967,1862,0.8014,2023-01-07T06:00:00Z,1025663.051981269,0.8026531038
